account_id,prospect_domain,linkedin_username,scraped_at,job_url,job_title,job_location,job_posted_date
30,ramp.com,ramp,2025-08-13 22:06:42.702139+00,https://www.linkedin.com/jobs/view/ai-product-engineer-at-ramp-4283468266?position=45&pageNum=0&refId=z8LctCUN3Qf9fqJrQeODgw%3D%3D&trackingId=zMWqBNYZA1VfbqT%2B8D54Sg%3D%3D,AI Product Engineer,"New York, United States",2025-08-12
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/ai-product-engineer-all-levels-at-ramp-4283468266?position=26&pageNum=0&refId=ZqNh6SoJa6Q9apV5SB4LSQ%3D%3D&trackingId=h3kW31RGl8n6BqeW0CSbsw%3D%3D,AI Product Engineer | All Levels,"New York, United States",2025-08-12
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/applied-ai-engineer-all-levels-at-ramp-4075960023?position=19&pageNum=0&refId=ZqNh6SoJa6Q9apV5SB4LSQ%3D%3D&trackingId=0jLU61L9%2FVQnXg%2BnI9RhCQ%3D%3D,Applied AI Engineer | All Levels,"San Francisco, CA",2025-08-10
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/backend-engineer-senior-at-ramp-4048172342?position=8&pageNum=20&refId=o8nOZ8OjniQTiBiZ%2FrIKrQ%3D%3D&trackingId=YwkG4cQQm9tJzbdzKEs1PA%3D%3D,Backend Engineer | Senior,"Miami, FL",2025-08-11
30,ramp.com,ramp,2025-08-13 22:06:42.702139+00,https://www.linkedin.com/jobs/view/channel-partner-manager-global-systems-integrator-at-ramp-4216910157?position=4&pageNum=20&refId=fTDJi%2FPgmkrXaTPYf8Jkaw%3D%3D&trackingId=ptTt2JBoV2sgY%2BjFOzUYbw%3D%3D,Channel Partner Manager | Global Systems Integrator,United States,2025-08-09
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/data-platform-engineer-all-levels-at-ramp-4275403662?position=10&pageNum=5&refId=M6t8OSj5zI8Yjkjvqb%2BQrg%3D%3D&trackingId=2KAU7kvPndDn%2BEYZN7xoPw%3D%3D,Data Platform Engineer | All Levels,"New York, United States",2025-08-16
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/frontend-engineer-all-levels-at-ramp-4048172300?position=4&pageNum=0&refId=ZqNh6SoJa6Q9apV5SB4LSQ%3D%3D&trackingId=oW%2BrvAVON94M95XXDUpJBg%3D%3D,Frontend Engineer | All Levels,"New York, United States",2025-07-27
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/gtm-engineer-at-ramp-4279649632?position=5&pageNum=20&refId=o8nOZ8OjniQTiBiZ%2FrIKrQ%3D%3D&trackingId=RhOTip1Bhmar9xJbVwttLA%3D%3D,GTM Engineer,"San Francisco, CA",2025-08-10
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/infrastructure-engineer-all-levels-at-ramp-4283982903?position=8&pageNum=7&refId=HBzgg0WofqisaTDLxqmgOw%3D%3D&trackingId=ZL1yKy9%2F%2B5wffJQRJFIpvA%3D%3D,Infrastructure Engineer | All Levels,"San Francisco, CA",2025-08-13
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/mobile-engineer-ios-at-ramp-4278652795?position=6&pageNum=20&refId=o8nOZ8OjniQTiBiZ%2FrIKrQ%3D%3D&trackingId=MDO8920RJQ0qiuv%2Fcf8pkQ%3D%3D,Mobile Engineer | iOS,"New York, United States",2025-08-03
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/product-operations-specialist-ai-knowledge-systems-at-ramp-4278330173?position=2&pageNum=12&refId=2Ne3pm7YxrroUgxXPHv0%2FA%3D%3D&trackingId=mYHyxWUywSvxYkcgj%2BV5Bg%3D%3D,Product Operations Specialist | AI & Knowledge Systems,"San Francisco, CA",2025-08-03
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/security-engineer-data-at-ramp-4258213235?position=6&pageNum=22&refId=A3xBvW9vGosOP%2BSkwUAazg%3D%3D&trackingId=bvGCJP6E%2BNKahzf56g7RdA%3D%3D,Security Engineer | Data,United States,2025-08-10
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/security-engineer-identity-at-ramp-4195305786?position=1&pageNum=22&refId=A3xBvW9vGosOP%2BSkwUAazg%3D%3D&trackingId=uPMRNQycOGLKA8eQ%2BeO80Q%3D%3D,Security Engineer | Identity,"San Francisco, CA",2025-08-10
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/senior-analytics-engineer-at-ramp-4259477554?position=8&pageNum=17&refId=qZc%2Fh7YkHt2ONrZ5ms9mrQ%3D%3D&trackingId=4DWiAwO8VedAvuhgxs%2BUjA%3D%3D,Senior Analytics Engineer,"San Francisco, CA",2025-08-13
30,ramp.com,ramp,2025-08-17 01:45:10.649828+00,https://www.linkedin.com/jobs/view/senior-design-engineer-design-systems-at-ramp-4279014857?position=4&pageNum=25&refId=MQtdAx0FPMfdreGfWoZFgw%3D%3D&trackingId=Glo4ohV1yNeHKeaMrEnugA%3D%3D,Senior Design-Engineer | Design Systems,"San Francisco, CA",2025-08-03
